FORMA|KEY|SIGL
et|et|v
##|##
esprenoient|esprenoient|v
plus_et_plus|plus_et_plus|v
.|.|v
si|si|v
muoient|muoient|v
##|##
et|et|v
changioient|changioient|v
sovent|sovent|v
lor|lor2|v
coulor|coulor|v
##|##
car|car|v
une_fois|une_fois|v
devenoient|devenoient|v
plus|plus|v
vermoils|vermoils|v
##|##
qe|qe3|v
graine|graine|v
,|,|v
autre_fois|autre_fois|v
tornoient|tornoient|v
##|##
plus|plus|v
blanc|blanc2|v
que|que|v
noif|noif|v
,|,|v
##|##
autre_fois|autre_fois|v
esprenoient|esprenoient|v
et|et|v
alumoient|alumoient|v
et|et|v
##|##
trenbloient|trenbloient|v
come|come|v
la|la|v
fueille|fueille|v
au|au|v
##|##
vent|vent|v
.|.|v
amors|amors|v
les|les4|v
a|a2|v
##|##
ensi|ensi|v
atornés|atornés2|v
com|com|v
je|je|v
vos|vos|v
##|##
ai|ai1|v
dit|dit4|v
,|,|v
car|car|v
il|il1|v
##|##
desirent|desirent|v
moult|moult|v
estre|estre3|v
paroil|paroil1|v
de|de|v
##|##
conpaignie|conpaignie|v
.|.|v
qant|qant|v
il|il1|v
orent|orent1|v
##|##
esté|esté7|v
ensi|ensi|v
grant|grant4|v
pieces|pieces|v
,|,|v
##|##
paris|paris1|v
ho|ho|v
tot|tot1|v
le|le1|v
siens|siens1|v
##|##
print|print|v
conjé|conjé|v
de|de|v
dame|dame|v
heleine|heleine|v
##|##
et|et|v
s’|s’1|v
en|en|v
retornerent|retornerent1|v
à|à|v
##|##
lor|lor5|v
nes|nes1|v
.|.|v
et|et|v
quant|quant|v
##|##
il|il1|v
furent|furent1|v
as|as|v
nes|nes1|v
venus|venus1|v
##|##
,|,|v
le|le|v
soleil|soleil1|v
estoit|estoit1|v
ja|ja|v
##|##
au|au|v
declin|declin|v
.|.|v
paris|paris1|v
fist|fist1|v
##|##
son|son1|v
consoil|consoil1|v
venir|venir|v
devant|devant1|v
li|li2|v
##|##
:|:|v
ce|ce|v
fu|fu3|v
deifebus|deifebus|v
et|et|v
heneas|heneas|v
##|##
et|et|v
polidamas|polidamas|v
et|et|v
des|des|v
autres|autres4|v
##|##
asés|asés|v
.|.|v
si|si|v
lor|lor4|v
dist|dist|v
##|##
en_tel_mainiere|en_tel_mainiere|v
.|.|v
coment|coment|v
paris|paris1|v
parla|parla|v
##|##
et|et|v
coment|coment|v
ses|ses|v
conpaignons|conpaignons|v
le|le4|v
##|##
loërent|loërent|v
asaillir|asaillir|v
la|la4|v
temple|temple1|v
"|"||v
##|##
biaux|biaux4|v
seignors|seignors|v
,|,|v
li|li|v
roi|roi|v
##|##
priant|priant|v
m’|m’|v
a|a2|v
envoiés|envoiés|v
en|en|v
##|##
cestui|cestui3|v
païs|païs|v
por|por|v
nos|nos4|v
henemis|henemis|v
##|##
damajer|damajer|v
et|et|v
nuire|nuire|v
,|,|v
por|por|v
##|##
la|la|v
grant|grant4|v
honte|honte|v
qe|qe1|v
jadis|jadis|v
##|##
firent|firent|v
à|à|v
nostre|nostre1|v
lignajes|lignajes|v
,|,|v
##|##
et|et|v
por|por|v
avoir|avoir|v
ma|ma|v
ante|ante|v
##|##
et|et|v
esionan|esionan|v
,|,|v
se|se2|v
nos|nos|v
##|##
peüson|peüson|v
.|.|v
me|me2|v
je|je|v
vos|vos|v
##|##
di|di|v
que|que|v
de|de|v
li|li3|v
avoir|avoir|v
##|##
est|est|v
il|il2|v
noiant|noiant1|v
,|,|v
ensi_com|ensi_com|v
##|##
je|je|v
croi|croi|v
,|,|v
car|car|v
elle|elle|v
##|##
est|est|v
en|en|v
teu|teu1|v
leu|leu|v
qe|qe3|v
##|##
avoir|avoir|v
ne|ne|v
la|la1|v
porions|porions|v
.|.|v
##|##
nos|nos|v
soumes|soumes1|v
ensi|ensi|v
arivés|arivés3|v
et|et|v
##|##
soumes|soumes|v
entre|entre|v
nos|nos4|v
henemis|henemis|v
:|:|v
si|si|v
##|##
vos|vos|v
di|di|v
qe|qe3|v
,|,|v
c’|c’|v
##|##
il|il1|v
seüssent|seüssent|v
de|de|v
nostre|nostre|v
volonté|volonté|v
##|##
et|et|v
porquoi|porquoi|v
nos|nos|v
i|i|v
soumes|soumes1|v
##|##
venus|venus1|v
,|,|v
à|à|v
damaje|damaje1|v
nos|nos1|v
##|##
porroit|porroit|v
torner|torner|v
.|.|v
et|et|v
por_ce|por_ce|v
##|##
de|de|v
demorer|demorer|v
ensi|ensi|v
longuement|longuement|v
ne|ne|v
##|##
seroit|seroit1|v
pas|pas|v
sens|sens1|v
,|,|v
je|je|v
##|##
ai|ai1|v
pensee|pensee1|v
une|une|v
chouse|chouse|v
qe|qe1|v
##|##
je|je|v
vos|vos|v
vuoil|vuoil|v
descouvrir|descouvrir|v
por_ce_que|por_ce_que|v
##|##
vos|vos1|v
sor|sor|v
ce|ce1|v
me|me|v
consoillés|consoillés2|v
##|##
.|.|v
vos|vos1|v
veés|veés|v
bien|bien4|v
qe|qe3|v
##|##
tos|tos7|v
les|les|v
aut|aut2|v
homes|homes|v
de|de|v
##|##
cestui|cestui3|v
païs|païs|v
sont|sont2|v
à|à|v
ceste|ceste1|v
##|##
feste|feste|v
asemblees|asemblees|v
,|,|v
et|et|v
avec|avec|v
##|##
els|els1|v
moult_de|moult_de|v
menue|menue|v
gent|gent|v
.|.|v
##|##
si|si|v
ont|ont|v
avec|avec|v
els|els1|v
moult|moult|v
##|##
grant|grant1|v
tresor|tresor|v
d’|d’|v
or|or1|v
et|et|v
##|##
d’|d’|v
argent|argent|v
et|et|v
dou|dou|v
dras|dras|v
##|##
de|de|v
soie|soie|v
;|;|v
et|et|v
avec|avec|v
se|se4|v
##|##
i|i|v
est|est|v
la|la|v
plus|plus|v
belle|belle|v
##|##
dame|dame|v
qi|qi|v
soit|soit|v
au|au|v
monde|monde1|v
##|##
,|,|v
ensi_com|ensi_com|v
je|je|v
croi|croi|v
,|,|v
##|##
qi|qi|v
est|est1|v
roïne|roïne|v
de|de|v
cestui|cestui3|v
##|##
païs|païs|v
.|.|v
por|por|v
qoi|qoi|v
je|je|v
##|##
vos|vos|v
di|di|v
qe|qe3|v
,|,|v
c’|c’|v
##|##
il|il2|v
vos|vos|v
pleïst|pleïst|v
ou|ou|v
le|le|v
##|##
meillor|meillor5|v
vos|vos|v
senblast|senblast|v
,|,|v
je|je|v
##|##
loëroie|loëroie|v
qe|qe3|v
cestui|cestui2|v
tenple|tenple|v
fust|fust4|v
##|##
asaillis|asaillis|v
et|et|v
ceste|ceste1|v
gent|gent|v
morte|morte|v
##|##
et|et|v
prise|prise|v
,|,|v
et|et|v
dame|dame|v
##|##
heleine|heleine|v
,|,|v
qi|qi|v
est|est|v
de_denz|de_denz|v
##|##
le|le|v
tenple|tenple1|v
,|,|v
ausi|ausi|v
en|en|v
##|##
soit|soit2|v
menee|menee|v
.|.|v
et|et|v
je|je|v
##|##
cuit|cuit1|v
qe|qe3|v
,|,|v
se|se2|v
nos|nos|v
##|##
ensi|ensi|v
le|le6|v
feisons|feisons|v
,|,|v
qe|qe3|v
##|##
nos|nos|v
i|i|v
conquerrons|conquerrons|v
henor|henor|v
et|et|v
##|##
pris|pris|v
et|et|v
si|si|v
i|i|v
gaagnerons|gaagnerons|v
##|##
moult|moult|v
grant|grant1|v
tresor|tresor|v
et|et|v
moult_de|moult_de|v
##|##
bons|bons|v
prisons|prisons|v
,|,|v
et|et|v
avec|avec|v
##|##
se|se4|v
la|la|v
roïne|roïne|v
de|de|v
cestui|cestui3|v
##|##
païs|païs|v
.|.|v
se|se2|v
nos|nos|v
ensi|ensi|v
##|##
le|le6|v
feison|feison|v
,|,|v
je|je|v
cuit|cuit1|v
##|##
que|que|v
nos|nos|v
et|et|v
nostre|nostre2|v
pris|pris5|v
##|##
en|en|v
sera|sera1|v
doublés|doublés|v
et|et|v
nostre|nostre|v
##|##
renomee|renomee|v
en|en|v
sera|sera1|v
creüe|creüe|v
et|et|v
##|##
ensausee|ensausee|v
,|,|v
et|et|v
la|la|v
honte|honte|v
##|##
des|des2|v
gresois|gresois1|v
en|en|v
sera|sera1|v
ramenceüe|ramenceüe|v
##|##
jusque|jusque|v
mil|mil|v
ans|ans1|v
.|.|v
car|car|v
##|##
je|je|v
vos|vos|v
di|di|v
bien|bien4|v
,|,|v
##|##
selonc|selonc|v
mon|mon1|v
cuidier|cuidier|v
,|,|v
que|que|v
##|##
nos|nos|v
ne|ne|v
porrons|porrons|v
en|en|v
toute|toute|v
##|##
grese|grese|v
trover|trover|v
ni|ni|v
en|en|v
mer|mer|v
##|##
ni|ni|v
en|en|v
terre|terre|v
où|où|v
nos|nos|v
##|##
poïsons|poïsons|v
mies|mies|v
esploitier|esploitier|v
ne|ne|v
plus|plus|v
##|##
damegier|damegier|v
nos|nos4|v
enemis|enemis|v
sans|sans|v
grant|grant1|v
##|##
perils|perils|v
.|.|v
vos|vos1|v
veés|veés|v
bien|bien4|v
##|##
qe|qe3|v
poi_de|poi_de|v
gent|gent|v
soumes|soumes|v
,|,|v
##|##
si|si|v
ne|ne|v
porrons|porrons|v
par|par|v
force|force|v
##|##
predre|predre|v
ni|ni|v
chastel|chastel|v
ne|ne|v
cité|cité|v
##|##
.|.|v
et|et|v
por_ce|por_ce|v
consoillés|consoillés2|v
ce_q’|ce_q’|v
##|##
il|il2|v
vos|vos|v
semble|semble|v
de|de|v
cestui|cestui3|v
##|##
fet|fet9|v
"|"||v
.|.|v
de|de|v
se|se4|v
##|##
meïsmes|meïsmes3|v
à|à|v
celui|celui1|v
parlement|parlement|v
ot|ot1|v
##|##
dit|dit4|v
plusor|plusor|v
devers|devers1|v
raisons|raisons|v
mes|mes|v
##|##
en_la_fin|en_la_fin|v
loërent|loërent|v
ce_que|ce_que|v
paris|paris1|v
dist|dist|v
##|##
sanz|sanz|v
grant|grant1|v
contredit|contredit|v
,|,|v
qe|qe3|v
##|##
le|le|v
tenple|tenple|v
fu|fu1|v
asaillis|asaillis|v
et|et|v
##|##
rot|rot|v
et|et|v
debrisiéz|debrisiéz|v
et|et|v
roubés|roubés1|v
##|##
et|et|v
les|les|v
homes|homes1|v
mors|mors2|v
et|et|v
##|##
pris|pris6|v
et|et|v
detrenchés|detrenchés|v
.|.|v
adonc|adonc|v
##|##
fu|fu|v
paris|paris1|v
moult|moult|v
liés|liés|v
,|,|v
##|##
si|si|v
dist|dist|v
q’|q’1|v
il|il|v
voloit|voloit1|v
##|##
faire|faire|v
en_tel_mainiere|en_tel_mainiere|v
car|car|v
,|,|v
quant|quant|v
##|##
la|la|v
nuit|nuit|v
venist|venist|v
qe|qe3|v
la|la|v
##|##
lune|lune|v
fust|fust6|v
chouchee|chouchee|v
,|,|v
il|il|v
##|##
voloit|voloit|v
qe|qe3|v
ses|ses2|v
genz|genz|v
s’|s’1|v
##|##
armassent|armassent|v
tos|tos4|v
bien|bien4|v
et|et|v
biaus|biaus4|v
##|##
et|et|v
se|se1|v
meïssent|meïssent|v
à|à|v
la|la|v
##|##
voie|voie|v
hordineement|hordineement|v
et|et|v
à_celee|à_celee|v
.|.|v
##|##
"|"||v
cels|cels|v
qi|qi|v
à|à|v
nes|nes1|v
##|##
remandront|remandront|v
aïent|aïent1|v
lor|lor5|v
ancres|ancres|v
levees|levees1|v
##|##
et|et|v
lor|lor5|v
voilles|voilles|v
collees|collees|v
por|por|v
##|##
nos|nos1|v
recoillir|recoillir|v
tot_maintenant|tot_maintenant|v
;|;|v
si|si|v
feirons|feirons|v
##|##
entre|entre|v
nos|nos1|v
tel|tel2|v
signe|signe|v
qi|qi2|v
##|##
bien|bien4|v
le|le4|v
conoisirons|conoisirons|v
quant|quant|v
ensi|ensi|v
##|##
seroumes|seroumes|v
atornés|atornés1|v
,|,|v
adonc|adonc|v
nos|nos|v
##|##
metrons|metrons|v
à|à|v
la|la|v
voie|voie|v
ensi|ensi|v
##|##
aparoillés|aparoillés7|v
et|et|v
asaudrons|asaudrons|v
le|le|v
temple|temple1|v
##|##
,|,|v
et|et|v
je|je|v
sai|sai|v
veraiement|veraiement|v
##|##
qe|qe3|v
nos|nos|v
le|le4|v
prenderons|prenderons|v
sans|sans|v
##|##
nulle|nulle|v
defensions|defensions|v
"|"||v
.|.|v
cestui|cestui2|v
##|##
consoil|consoil|v
fu|fu1|v
moult|moult|v
loés|loés|v
de|de|v
##|##
tos|tos5|v
,|,|v
si|si|v
alerent|alerent|v
souper|souper|v
##|##
,|,|v
puis|puis|v
se|se1|v
repouserent|repouserent|v
un_poi|un_poi|v
##|##
.|.|v
et|et|v
quant|quant|v
il|il2|v
vint|vint|v
##|##
vers|vers|v
le|le1|v
premier|premier|v
sons|sons|v
,|,|v
##|##
qe|qe3|v
la|la|v
lune|lune|v
fu|fu2|v
echouchee|echouchee|v
##|##
,|,|v
paris|paris1|v
et|et|v
sa|sa|v
conpaignie|conpaignie|v
##|##
s’|s’1|v
armerent|armerent|v
et|et|v
se|se1|v
mistrent|mistrent|v
##|##
à|à|v
la|la|v
voie|voie|v
bien|bien4|v
et|et|v
##|##
ordeneement|ordeneement|v
et|et|v
à_celee|à_celee|v
,|,|v
et|et|v
##|##
s’|s’1|v
en|en|v
alerent|alerent1|v
droit|droit|v
au|au|v
##|##
tenple|tenple1|v
là_où|là_où|v
cels|cels|v
dou|dou|v
païs|païs|v
##|##
veillerent|veillerent|v
tos|tos7|v
,|,|v
si|si|v
fesoient|fesoient|v
##|##
moult|moult|v
noise|noise|v
et|et|v
grant|grant1|v
soulaz|soulaz|v
##|##
.|.|v
l’|l’1|v
autre|autre4|v
gent|gent|v
qi|qi|v
##|##
estoient|estoient1|v
en|en|v
la|la|v
cité|cité|v
dormorent|dormorent|v
##|##
tos|tos4|v
car|car|v
nen|nen|v
avoient|avoient|v
paor|paor|v
##|##
ni|ni|v
regart|regart|v
nuls|nuls1|v
por_ce_qe|por_ce_qe|v
seürs|seürs|v
##|##
cuidoient|cuidoient|v
estre|estre3|v
,|,|v
mes|mes|v
nen|nen|v
##|##
estoient|estoient|v
mie|mie|v
car|car|v
adonc|adonc|v
avint|avint|v
##|##
il|il2|v
ce|ce|v
por|por|v
qoi|qoi|v
il|il1|v
##|##
orent|orent|v
moult|moult|v
grant|grant1|v
destorbier|destorbier|v
,|,|v
##|##
et|et|v
puis_aprés|puis_aprés|v
en|en|v
vint|vint|v
moult|moult|v
##|##
grant|grant4|v
destrutions|destrutions|v
por_ce_qe|por_ce_qe|v
enluec|enluec|v
fu|fu1|v
##|##
fait|fait2|v
à_cele_fois|à_cele_fois|v
.|.|v
coment|coment|v
il|il1|v
##|##
rouberent|rouberent|v
le|le|v
tenple|tenple1|v
et|et|v
priserent|priserent|v
##|##
dame|dame|v
heleine|heleine|v
et|et|v
moult_de|moult_de|v
l’|l’1|v
##|##
autre|autre4|v
gent|gent|v
tant|tant|v
alerent|alerent|v
les|les|v
##|##
troiez|troiez|v
en_tel_mainiere_q’|en_tel_mainiere_q’|v
il|il1|v
vindrent|vindrent|v
au|au|v
##|##
temple|temple1|v
;|;|v
et|et|v
quant|quant|v
il|il1|v
furent|furent1|v
##|##
venus|venus1|v
,|,|v
il|il1|v
sonerent|sonerent|v
tot_maintenant|tot_maintenant|v
##|##
un|un|v
gresle|gresle|v
si_com|si_com|v
il|il1|v
avoient|avoient1|v
##|##
establi|establi|v
.|.|v
à|à|v
celui|celui1|v
son|son3|v
##|##
mist|mist|v
ciascun|ciascun|v
main|main|v
à|à|v
l’|l’1|v
##|##
espee|espee|v
et|et|v
la|la1|v
traïst|traïst|v
hors|hors|v
##|##
dou|dou|v
frore|frore|v
,|,|v
puis|puis|v
corurent|corurent|v
##|##
sus|sus|v
à|à|v
cele|cele|v
gent|gent|v
et|et|v
##|##
les|les4|v
ferirent|ferirent|v
des|des2|v
espees|espees|v
et|et|v
##|##
les|les4|v
ocistrent|ocistrent1|v
et|et|v
detrencherent|detrencherent1|v
en_poi_d’|en_poi_d’|v
##|##
ore|ore1|v
à|à|v
tot|tot7|v
lor|lor2|v
volontés|volontés1|v
##|##
.|.|v
dame|dame|v
heleine|heleine|v
,|,|v
la|la|v
##|##
belle|belle|v
dame|dame|v
et|et|v
la|la|v
saje|saje3|v
##|##
,|,|v
pristrent|pristrent|v
il|il1|v
qi|qi|v
ne|ne|v
##|##
se|se|v
fist|fist1|v
faire|faire|v
mie|mie|v
guere|guere|v
##|##
force|force|v
;|;|v
des|des1|v
autrees|autrees|v
gens|gens|v
lierent|lierent|v
##|##
tant_com|tant_com|v
il|il1|v
vostrent|vostrent1|v
.|.|v
il|il1|v
##|##
pristrent|pristrent|v
avec|avec|v
dame|dame|v
heleine|heleine|v
maintes|maintes3|v
##|##
dames|dames|v
et|et|v
damoiseles|damoiseles1|v
de|de|v
haut|haut|v
##|##
paraje|paraje|v
q’|q’|v
il|il1|v
enmenerent|enmenerent|v
ho|ho|v
##|##
els|els1|v
.|.|v
cels|cels|v
qe|qe|v
si|si|v
##|##
soudainement|soudainement|v
furent|furent2|v
asaillis|asaillis1|v
furent|furent4|v
si|si|v
##|##
esbaïs|esbaïs1|v
qi|qi1|v
ne|ne|v
sorent|sorent|v
consoil|consoil1|v
##|##
prendre|prendre|v
,|,|v
defendre|defendre1|v
ni|ni|v
garentir|garentir|v
##|##
;|;|v
por_ce|por_ce|v
furent|furent2|v
il|il1|v
lïés|lïés|v
trois|trois|v
##|##
à|à|v
trois|trois|v
.|.|v
moult|moult|v
horent|horent1|v
##|##
les|les|v
troienz|troienz2|v
tost|tost|v
roubés|roubés2|v
le|le|v
##|##
tenple|tenple1|v
de|de|v
l’|l’|v
or|or1|v
et|et|v
##|##
de|de|v
l’|l’|v
argent|argent|v
et|et|v
de|de|v
##|##
tos|tos1|v
les|les|v
autres|autres2|v
ahornement|ahornement1|v
qi|qi2|v
##|##
moult|moult|v
i|i|v
troverent|troverent|v
à|à|v
grant|grant4|v
##|##
abondance|abondance|v
:|:|v
tant|tant|v
i|i|v
troverent|troverent|v
grant|grant4|v
##|##
richesse|richesse|v
q’|q’1|v
il|il1|v
ne|ne|v
porent|porent1|v
##|##
toute|toute|v
porter|porter|v
à|à|v
celui|celui1|v
point|point1|v
##|##
.|.|v
la|la|v
criee|criee|v
estoit|estoit1|v
moult|moult|v
##|##
grant|grant4|v
qe|qe1|v
les|les|v
gresois|gresois2|v
fesoient|fesoient|v
##|##
por_ce_qe|por_ce_qe|v
navrés|navrés|v
et|et|v
mors|mors2|v
et|et|v
##|##
detrenchés|detrenchés|v
estoient|estoient3|v
moult|moult|v
dolereusement|dolereusement|v
.|.|v
##|##
si|si|v
vos|vos|v
di|di|v
qe|qe3|v
moult|moult|v
##|##
estoit|estoit3|v
bien|bien4|v
avenus|avenus|v
adonc|adonc|v
as|as|v
##|##
troienz|troienz1|v
ce|ce2|v
ne|ne|v
fust|fust5|v
ce_qe|ce_qe|v
##|##
sor|sor|v
le|le|v
port|port|v
avoit|avoit1|v
un|un|v
##|##
chastel|chastel1|v
q’|q’2|v
eslee|eslee|v
avoit|avoit|v
non|non2|v
##|##
.|.|v
en|en|v
celui|celui1|v
chastel|chastel|v
avoit|avoit1|v
##|##
bone|bone|v
gent|gent|v
et|et|v
vaillant|vaillant|v
et|et|v
##|##
saje|saje3|v
et|et|v
,|,|v
quant|quant|v
il|il1|v
##|##
hoïrent|hoïrent|v
le|le|v
cri|cri1|v
,|,|v
il|il1|v
##|##
corirent|corirent1|v
tot_maintenant|tot_maintenant|v
à|à|v
lor|lor5|v
armes|armes|v
##|##
,|,|v
si|si|v
furent|furent4|v
moult|moult|v
tost|tost|v
##|##
armés|armés2|v
et|et|v
mis|mis6|v
à|à|v
la|la|v
##|##
voie|voie|v
vers|vers|v
la|la|v
citee|citee|v
.|.|v
##|##
si|si|v
avoient|avoient|v
ho|ho|v
els|els1|v
moult|moult|v
##|##
grant|grant1|v
luminaire|luminaire|v
de|de|v
scandoiles|scandoiles|v
et|et|v
##|##
de|de|v
blandons|blandons|v
,|,|v
dou|dou|v
qels|qels|v
##|##
i|i|v
veoient|veoient|v
moult|moult|v
clerement|clerement|v
.|.|v
##|##
et|et|v
ensi|ensi|v
alant|alant|v
vers|vers|v
la|la|v
##|##
criee|criee|v
,|,|v
encontrerent|encontrerent|v
les|les|v
troienz|troienz1|v
##|##
qi|qi|v
venoient|venoient|v
chargés|chargés|v
dou|dou|v
tresor|tresor|v
##|##
et|et|v
de|de|v
l’|l’|v
avoir|avoir1|v
et|et|v
##|##
menoient|menoient|v
avec|avec|v
els|els1|v
moult_de|moult_de|v
prisoniers|prisoniers|v
##|##
ausi|ausi|v
lïés|lïés1|v
qi|qi|v
crioient|crioient|v
et|et|v
##|##
braoient|braoient|v
.|.|v
et|et|v
quant|quant|v
il|il1|v
##|##
les|les4|v
virent|virent|v
ensi|ensi|v
aler|aler|v
,|,|v
##|##
il|il1|v
ne|ne|v
firent|firent|v
nuls|nuls1|v
delaiement|delaiement1|v
##|##
,|,|v
ains|ains|v
se|se1|v
ferirent|ferirent1|v
entr’|entr’|v
##|##
elx|elx|v
,|,|v
si|si|v
comencerent|comencerent|v
à|à|v
##|##
ferir|ferir1|v
et|et|v
à|à|v
doner|doner|v
d’|d’|v
##|##
espees|espees|v
et|et|v
de|de|v
lances|lances|v
et|et|v
##|##
de|de|v
cugnees|cugnees|v
et|et|v
de|de|v
gusarmes|gusarmes|v
##|##
moult|moult|v
grant|grant4|v
coux|coux|v
.|.|v
si|si|v
##|##
vos|vos|v
di|di|v
qe|qe3|v
,|,|v
se|se2|v
##|##
les|les|v
troienz|troienz2|v
ne|ne|v
fussent|fussent1|v
si|si|v
##|##
bien|bien4|v
armés|armés|v
com|com|v
il|il1|v
estoient|estoient|v
##|##
,|,|v
jamés|jamés|v
ne|ne|v
fussent|fussent2|v
à|à|v
##|##
troie|troie|v
repairés|repairés1|v
.|.|v
coment|coment|v
les|les|v
##|##
troienz|troienz2|v
furent|furent2|v
asaillis|asaillis1|v
et|et|v
moult|moult|v
##|##
conbatus|conbatus|v
qant|qant|v
il|il1|v
repairoient|repairoient|v
à|à|v
##|##
lor|lor5|v
nes|nes1|v
à|à|v
els|els1|v
dou|dou|v
##|##
chastel|chastel|v
les|les4|v
hont|hont|v
si|si|v
fort|fort|v
##|##
chargés|chargés1|v
et|et|v
maumis|maumis1|v
qe|qe3|v
à_poi_q’|à_poi_q’|v
##|##
il|il1|v
ne|ne|v
li|li4|v
mistrent|mistrent|v
à|à|v
##|##
desconfiture|desconfiture|v
car|car|v
il|il1|v
le|le5|v
troverent|troverent|v
##|##
tos|tos1|v
chargés|chargés|v
de|de|v
l’|l’|v
avoir|avoir1|v
##|##
et|et|v
dou|dou|v
tresor|tresor|v
q’|q’|v
il|il1|v
##|##
avoient|avoient1|v
pris|pris1|v
.|.|v
si|si|v
